agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Hawaii Police Department,2010,Hawaii,HI,185079,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,170,134,36,142,28,117,25,17,25,0,7,3,6,4,5,12,9,8,8,5,7,4,21,12,10,9,3,6,3,0,0,0,1,5,3,0,2,1,2,1,0,2,0,0,4,3,2,0,2,0,0,0,0,63,3,67,1,11,1,24,0
Honolulu,2010,Hawaii,HI,953297,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,293,235,58,261,32,210,51,25,51,0,2,13,10,17,9,19,12,4,7,8,6,2,39,39,18,18,25,3,8,0,2,1,2,0,1,1,2,1,3,2,0,3,1,0,3,4,3,3,0,0,1,1,0,64,13,158,0,7,4,47,0
Kauai Police Department,2010,Hawaii,HI,67091,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,49,40,9,38,11,32,6,8,6,0,0,3,1,2,0,1,1,1,2,0,1,1,11,1,2,4,1,3,1,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,2,2,0,0,3,0,0,0,0,25,1,14,0,5,0,4,0
Maui Police Department,2010,Hawaii,HI,154834,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,159,129,30,134,25,106,28,23,28,0,2,7,10,3,6,8,10,7,3,4,3,8,10,18,14,10,8,1,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,4,8,1,2,1,4,0,1,0,0,63,4,62,0,9,0,21,0
Hawaii Police Department,2011,Hawaii,HI,187053,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,126,97,29,104,22,82,22,15,22,0,0,8,3,5,6,4,12,4,2,3,6,2,13,10,8,7,4,7,0,0,0,0,1,4,1,1,0,0,1,0,0,0,1,0,4,6,0,1,1,0,1,0,0,35,1,61,0,19,1,9,0
Honolulu,2011,Hawaii,HI,963465,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,318,238,80,280,38,204,76,34,76,0,10,18,11,14,23,12,12,13,11,10,7,10,41,37,21,11,6,6,6,0,1,0,1,0,0,2,1,0,3,1,2,1,0,5,5,5,0,4,4,1,3,0,0,62,9,166,1,12,2,66,0
Kauai Police Department,2011,Hawaii,HI,67807,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,64,51,13,51,13,39,12,12,12,0,0,2,5,2,3,0,1,1,0,1,2,5,6,7,5,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,3,1,1,3,0,0,0,21,0,29,1,3,0,10,0
Maui Police Department,2011,Hawaii,HI,156485,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,170,147,23,119,51,97,22,50,22,0,4,8,6,2,2,10,4,6,8,4,2,5,10,17,6,11,9,4,0,0,1,0,0,1,0,0,0,5,2,1,2,1,2,4,13,6,8,1,1,2,2,0,0,59,2,86,0,6,0,17,0
Hawaii Police Department,2012,Hawaii,HI,189115,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,142,122,20,110,32,97,13,25,13,0,1,4,2,2,4,5,4,9,7,7,2,7,17,14,1,3,11,7,1,2,0,0,0,1,3,0,3,2,0,4,1,0,0,1,4,4,2,1,3,0,2,0,1,58,2,61,1,6,1,13,0
Honolulu,2012,Hawaii,HI,975875,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,323,265,58,288,35,230,58,35,58,0,2,24,14,8,10,13,7,12,12,12,6,7,54,28,21,17,17,13,6,1,4,0,0,0,0,0,0,0,1,1,0,1,2,1,5,3,11,1,5,2,2,0,0,58,18,189,0,9,2,47,0
Kauai Police Department,2012,Hawaii,HI,68563,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,67,64,3,55,12,54,1,10,1,0,0,0,1,0,0,5,4,2,3,0,0,4,7,11,4,2,4,4,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,3,0,1,2,1,0,0,32,0,32,0,0,0,3,0
Maui Police Department,2012,Hawaii,HI,158760,HI00500,HI0050000,15,009,15009,local police department,"msa cnty 100,000 or over",pacific,suburban,163,146,17,135,28,123,12,23,12,0,0,0,2,6,4,8,9,6,6,11,8,3,19,15,17,7,8,3,2,1,0,0,0,3,1,0,1,4,1,0,0,2,2,1,3,7,0,2,0,0,1,0,0,75,3,68,0,0,0,17,0
Hawaii Police Department,2013,Hawaii,HI,190767,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,121,101,20,100,21,81,19,20,19,0,1,3,6,5,4,4,5,7,7,9,3,4,9,15,4,7,2,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,5,0,4,2,2,1,0,1,0,49,4,48,0,4,0,16,0
Honolulu,2013,Hawaii,HI,984683,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,120,107,13,104,16,94,10,13,10,0,0,4,4,0,2,2,3,2,4,1,3,2,21,26,2,7,5,7,6,2,1,0,0,1,0,2,0,1,2,0,0,0,1,1,1,4,0,0,2,1,0,0,0,31,4,72,0,6,0,7,0
Kauai Police Department,2013,Hawaii,HI,68952,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,43,35,8,31,12,25,5,10,5,1,0,2,1,2,0,2,1,0,1,3,0,2,4,2,4,2,0,4,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,1,1,2,0,1,1,0,16,0,18,1,0,0,8,0
Maui Police Department,2013,Hawaii,HI,159652,HI00500,HI0050000,15,009,15009,local police department,"msa cnty 100,000 or over",pacific,suburban,225,207,18,180,45,165,15,42,15,0,1,7,3,0,4,6,6,23,7,14,5,10,17,22,21,8,16,4,3,2,1,0,1,2,0,0,0,2,4,1,1,2,1,2,4,11,3,3,4,1,2,1,0,102,0,105,0,6,0,12,0
Hawaii Police Department,2014,Hawaii,HI,192937,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,142,129,13,124,18,113,11,16,11,0,0,1,5,2,3,3,6,7,11,6,13,5,17,17,7,4,5,8,3,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,2,5,2,3,0,0,1,0,0,58,2,68,1,6,0,7,0
Honolulu,2014,Hawaii,HI,994034,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,83,73,10,73,10,63,10,10,10,0,2,5,1,1,1,1,2,2,3,4,2,0,9,13,11,7,6,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,3,0,2,0,0,0,0,0,22,2,49,0,4,0,6,0
Kauai Police Department,2014,Hawaii,HI,70361,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,28,27,1,25,3,24,1,3,1,0,0,0,0,0,1,0,2,0,1,0,4,0,4,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12,0,15,0,1,0,0,0
Maui Police Department,2014,Hawaii,HI,162229,HI00500,HI0050000,15,009,15009,local police department,"msa cnty 100,000 or over",pacific,suburban,215,197,18,175,40,158,17,39,17,0,4,6,0,2,5,3,4,4,6,20,9,7,35,26,8,12,15,6,1,1,1,0,0,0,1,0,0,4,2,0,0,0,2,2,11,8,5,1,1,1,1,0,1,80,2,115,0,6,0,12,0
Hawaii Police Department,2015,Hawaii,HI,196167,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,135,125,10,105,30,95,10,30,10,0,0,4,3,3,0,2,7,4,9,4,6,3,22,17,7,3,6,3,2,0,0,0,0,0,0,0,0,1,2,0,1,0,2,1,7,7,3,3,1,2,0,0,0,48,3,74,0,2,0,8,0
Honolulu,2015,Hawaii,HI,999307,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,257,221,36,214,43,181,33,40,33,0,0,9,10,9,5,16,10,4,5,4,13,5,31,26,12,10,11,18,10,3,3,0,0,1,0,0,2,0,0,3,0,1,1,1,8,8,8,3,1,5,1,0,0,58,13,150,0,1,2,33,0
Kauai Police Department,2015,Hawaii,HI,71203,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,29,26,3,22,7,20,2,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,5,1,3,4,4,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,16,2,8,0,2,0,1,0
Maui Police Department,2015,Hawaii,HI,164926,HI00500,HI0050000,15,009,15009,local police department,"msa cnty 100,000 or over",pacific,suburban,255,209,46,196,59,152,44,57,44,0,7,12,11,7,7,3,3,13,6,3,12,5,32,29,18,9,11,5,1,1,1,0,1,0,1,0,0,1,3,5,4,3,1,4,7,14,2,4,3,3,3,0,0,92,3,114,0,17,1,28,0
