agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,arson_tot_arrests,arson_tot_adult,arson_tot_juv,arson_tot_male,arson_tot_female,arson_tot_male_adult,arson_tot_male_juv,arson_tot_female_adult,arson_tot_female_juv,arson_male_under_10,arson_male_10_12,arson_male_13_14,arson_male_15,arson_male_16,arson_male_17,arson_male_18,arson_male_19,arson_male_20,arson_male_21,arson_male_22,arson_male_23,arson_male_24,arson_male_25_29,arson_male_30_34,arson_male_35_39,arson_male_40_44,arson_male_45_49,arson_male_50_54,arson_male_55_59,arson_male_60_64,arson_male_over_64,arson_female_under_10,arson_female_10_12,arson_female_13_14,arson_female_15,arson_female_16,arson_female_17,arson_female_18,arson_female_19,arson_female_20,arson_female_21,arson_female_22,arson_female_23,arson_female_24,arson_female_25_29,arson_female_30_34,arson_female_35_39,arson_female_40_44,arson_female_45_49,arson_female_50_54,arson_female_55_59,arson_female_60_64,arson_female_over_64,arson_adult_white,arson_adult_black,arson_adult_asian,arson_adult_indian,arson_juv_white,arson_juv_black,arson_juv_asian,arson_juv_indian
Kauai Police Department,2010,Hawaii,HI,67091,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maui Police Department,2010,Hawaii,HI,154834,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Hawaii Police Department,2011,Hawaii,HI,187053,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Honolulu,2011,Hawaii,HI,963465,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,29,20,9,27,2,19,8,1,8,0,0,7,0,1,0,1,0,0,1,0,0,2,1,2,2,1,6,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,9,0
Kauai Police Department,2011,Hawaii,HI,67807,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maui Police Department,2011,Hawaii,HI,156485,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,7,5,2,6,1,4,2,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,2,0
Hawaii Police Department,2012,Hawaii,HI,189115,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,4,3,1,4,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0
Honolulu,2012,Hawaii,HI,975875,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,20,10,10,17,3,7,10,3,10,0,2,6,0,2,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,5,0,3,3,4,0
Kauai Police Department,2012,Hawaii,HI,68563,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,3,2,1,3,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Maui Police Department,2012,Hawaii,HI,158760,HI00500,HI0050000,15,009,15009,local police department,"msa cnty 100,000 or over",pacific,suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Hawaii Police Department,2013,Hawaii,HI,190767,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,3,3,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0
Honolulu,2013,Hawaii,HI,984683,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,3,2,1,3,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Kauai Police Department,2013,Hawaii,HI,68952,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maui Police Department,2013,Hawaii,HI,159652,HI00500,HI0050000,15,009,15009,local police department,"msa cnty 100,000 or over",pacific,suburban,9,6,3,7,2,4,3,2,3,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,2,0
Hawaii Police Department,2014,Hawaii,HI,192937,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
Honolulu,2014,Hawaii,HI,994034,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Kauai Police Department,2014,Hawaii,HI,70361,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maui Police Department,2014,Hawaii,HI,162229,HI00500,HI0050000,15,009,15009,local police department,"msa cnty 100,000 or over",pacific,suburban,4,1,3,4,0,1,2,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
Hawaii Police Department,2015,Hawaii,HI,196167,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,9,7,2,8,1,6,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,2,0
Honolulu,2015,Hawaii,HI,999307,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,20,14,6,16,4,10,6,4,6,0,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4,0,10,0,2,0,4,0
Kauai Police Department,2015,Hawaii,HI,71203,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,4,3,1,3,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0
Maui Police Department,2015,Hawaii,HI,164926,HI00500,HI0050000,15,009,15009,local police department,"msa cnty 100,000 or over",pacific,suburban,10,9,1,8,2,7,1,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,1,0
