agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,murder_tot_arrests,murder_tot_adult,murder_tot_juv,murder_tot_male,murder_tot_female,murder_tot_male_adult,murder_tot_male_juv,murder_tot_female_adult,murder_tot_female_juv,murder_male_under_10,murder_male_10_12,murder_male_13_14,murder_male_15,murder_male_16,murder_male_17,murder_male_18,murder_male_19,murder_male_20,murder_male_21,murder_male_22,murder_male_23,murder_male_24,murder_male_25_29,murder_male_30_34,murder_male_35_39,murder_male_40_44,murder_male_45_49,murder_male_50_54,murder_male_55_59,murder_male_60_64,murder_male_over_64,murder_female_under_10,murder_female_10_12,murder_female_13_14,murder_female_15,murder_female_16,murder_female_17,murder_female_18,murder_female_19,murder_female_20,murder_female_21,murder_female_22,murder_female_23,murder_female_24,murder_female_25_29,murder_female_30_34,murder_female_35_39,murder_female_40_44,murder_female_45_49,murder_female_50_54,murder_female_55_59,murder_female_60_64,murder_female_over_64,murder_adult_white,murder_adult_black,murder_adult_asian,murder_adult_indian,murder_juv_white,murder_juv_black,murder_juv_asian,murder_juv_indian
Moses Lake,2002,Washington,WA,15397,WA01302,WA0130200,53,025,53025,local police department,"cities 10,000-24,999",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Quincy,2002,Washington,WA,5194,WA01303,WA0130300,53,025,53025,local police department,"cities 2,500-9,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soap Lake,2002,Washington,WA,1784,WA01304,WA0130400,53,025,53025,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Coulee,2002,Washington,WA,924,WA01307,WA0130700,53,025,53025,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal City,2002,Washington,WA,1877,WA01310,WA0131000,53,025,53025,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grays Harbor,2002,Washington,WA,26339,WA01400,WA0140000,53,027,53027,sheriffs office,"non-msa cnty 25,000-99,999",pacific,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Aberdeen,2002,Washington,WA,16949,WA01401,WA0140100,53,027,53027,local police department,"cities 10,000-24,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elma,2002,Washington,WA,3139,WA01402,WA0140200,53,027,53027,local police department,"cities 2,500-9,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoquiam,2002,Washington,WA,9367,WA01403,WA0140300,53,027,53027,local police department,"cities 2,500-9,999",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mccleary,2002,Washington,WA,1497,WA01404,WA0140400,53,027,53027,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montesano,2002,Washington,WA,3410,WA01405,WA0140500,53,027,53027,local police department,"cities 2,500-9,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cosmopolis,2002,Washington,WA,1642,WA01406,WA0140600,53,027,53027,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocean Shores,2002,Washington,WA,3950,WA01408,WA0140800,53,027,53027,local police department,"cities 2,500-9,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westport,2002,Washington,WA,2200,WA01409,WA0140900,53,027,53027,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Langley,2002,Washington,WA,987,WA01503,WA0150300,53,029,53029,local police department,"cities under 2,500",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson,2002,Washington,WA,18142,WA01600,WA0160000,53,031,53031,sheriffs office,"non-msa cnty 10,000-24,999",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Port Townsend,2002,Washington,WA,8581,WA01601,WA0160100,53,031,53031,local police department,"cities 2,500-9,999",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
King,2002,Washington,WA,364222,WA01700,WA0170000,53,033,53033,sheriffs office,"msa cnty 100,000 or over",pacific,suburban,10,10,0,8,2,8,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,2,1,1,0,0,0,0
Auburn,2002,Washington,WA,41510,WA01701,WA0170100,53,033,53033,local police department,"cities 25,000-49,999",pacific,suburban,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Bellevue,2002,Washington,WA,112819,WA01702,WA0170200,53,033,53033,local police department,"cities 100,000-249,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bothell,2002,Washington,WA,31045,WA01703,WA0170300,53,033,53033,local police department,"cities 25,000-49,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enumclaw,2002,Washington,WA,11446,WA01704,WA0170400,53,033,53033,local police department,"cities 10,000-24,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Issaquah,2002,Washington,WA,11545,WA01706,WA0170600,53,033,53033,local police department,"cities 10,000-24,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercer Island,2002,Washington,WA,22690,WA01709,WA0170900,53,033,53033,local police department,"cities 10,000-24,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Normandy Park,2002,Washington,WA,6582,WA01710,WA0171000,53,033,53033,local police department,"cities 2,500-9,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redmond,2002,Washington,WA,46599,WA01712,WA0171200,53,033,53033,local police department,"cities 25,000-49,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renton,2002,Washington,WA,51537,WA01713,WA0171300,53,033,53033,local police department,"cities 50,000-99,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Diamond,2002,Washington,WA,4088,WA01715,WA0171500,53,033,53033,local police department,"cities 2,500-9,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Des Moines,2002,Washington,WA,30135,WA01717,WA0171700,53,033,53033,local police department,"cities 25,000-49,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duvall,2002,Washington,WA,4753,WA01718,WA0171800,53,033,53033,local police department,"cities 2,500-9,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medina,2002,Washington,WA,3101,WA01720,WA0172000,53,033,53033,local police department,"cities 2,500-9,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific,2002,Washington,WA,5691,WA01721,WA0172100,53,033,53033,local police department,"cities 2,500-9,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snoqualmie,2002,Washington,WA,1679,WA01722,WA0172200,53,033,53033,local police department,"cities under 2,500",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of Washington,2002,Washington,WA,0,WA01724,WA0172400,53,033,53033,special jurisdiction,"cities under 2,500",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clyde Hill,2002,Washington,WA,2976,WA01725,WA0172500,53,033,53033,local police department,"cities 2,500-9,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Forest Park,2002,Washington,WA,13532,WA01726,WA0172600,53,033,53033,local police department,"cities 10,000-24,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yarrow Point,2002,Washington,WA,1038,WA01731,WA0173100,53,033,53033,local police department,"cities under 2,500",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Of Seattle,2002,Washington,WA,0,WA01732,WA0173200,53,033,53033,special jurisdiction,"cities under 2,500",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kitsap,2002,Washington,WA,164640,WA01800,WA0180000,53,035,53035,sheriffs office,"msa cnty 100,000 or over",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bremerton,2002,Washington,WA,38365,WA01801,WA0180100,53,035,53035,local police department,"cities 25,000-49,999",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Port Orchard,2002,Washington,WA,7922,WA01804,WA0180400,53,035,53035,local police department,"cities 2,500-9,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poulsbo,2002,Washington,WA,7015,WA01805,WA0180500,53,035,53035,local police department,"cities 2,500-9,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bainbridge Island,2002,Washington,WA,20910,WA01807,WA0180700,53,035,53035,local police department,"cities 10,000-24,999",pacific,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kittitas,2002,Washington,WA,15534,WA01900,WA0190000,53,037,53037,sheriffs office,"non-msa cnty 10,000-24,999",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ellensburg,2002,Washington,WA,15872,WA01901,WA0190100,53,037,53037,local police department,"cities 10,000-24,999",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cle Elum,2002,Washington,WA,1808,WA01902,WA0190200,53,037,53037,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kittitas,2002,Washington,WA,1138,WA01906,WA0190600,53,037,53037,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Washington Univ,2002,Washington,WA,0,WA01908,WA0190800,53,037,53037,special jurisdiction,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klickitat,2002,Washington,WA,12909,WA02000,WA0200000,53,039,53039,sheriffs office,"non-msa cnty 10,000-24,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldendale,2002,Washington,WA,3871,WA02001,WA0200100,53,039,53039,local police department,"cities 2,500-9,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bingen,2002,Washington,WA,692,WA02002,WA0200200,53,039,53039,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Salmon,2002,Washington,WA,2258,WA02006,WA0200600,53,039,53039,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,2002,Washington,WA,42055,WA02100,WA0210000,53,041,53041,sheriffs office,"non-msa cnty 25,000-99,999",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Centralia,2002,Washington,WA,15179,WA02101,WA0210100,53,041,53041,local police department,"cities 10,000-24,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chehalis,2002,Washington,WA,7267,WA02102,WA0210200,53,041,53041,local police department,"cities 2,500-9,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morton,2002,Washington,WA,1076,WA02103,WA0210300,53,041,53041,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mossyrock,2002,Washington,WA,500,WA02104,WA0210400,53,041,53041,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Napavine,2002,Washington,WA,1401,WA02107,WA0210700,53,041,53041,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pe Ell,2002,Washington,WA,676,WA02109,WA0210900,53,041,53041,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toledo,2002,Washington,WA,672,WA02110,WA0211000,53,041,53041,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vader,2002,Washington,WA,608,WA02111,WA0211100,53,041,53041,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winlock,2002,Washington,WA,1201,WA02112,WA0211200,53,041,53041,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln,2002,Washington,WA,7935,WA02200,WA0220000,53,043,53043,sheriffs office,"non-msa cnty under 10,000",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wilbur,2002,Washington,WA,941,WA02202,WA0220200,53,043,53043,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reardan,2002,Washington,WA,626,WA02207,WA0220700,53,043,53043,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason,2002,Washington,WA,41437,WA02300,WA0230000,53,045,53045,sheriffs office,"non-msa cnty 25,000-99,999",pacific,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Shelton,2002,Washington,WA,8692,WA02304,WA0230400,53,045,53045,local police department,"cities 2,500-9,999",pacific,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Okanogan,2002,Washington,WA,20646,WA02400,WA0240000,53,047,53047,sheriffs office,"non-msa cnty 10,000-24,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brewster,2002,Washington,WA,2254,WA02401,WA0240100,53,047,53047,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omak,2002,Washington,WA,4862,WA02403,WA0240300,53,047,53047,local police department,"cities 2,500-9,999",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oroville,2002,Washington,WA,1702,WA02404,WA0240400,53,047,53047,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonasket,2002,Washington,WA,1024,WA02406,WA0240600,53,047,53047,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
